period,product,row_count,unique_products,unique_dr_numbers,estimated_rows,quantity,total_trade_price,net_income,net_cost,discount,total_cost
2021-02,FOLACID 5MG,2,1,2,0,9.0,1771.92,2341.08,4113.0,0.0,4113.0
2021-02,GENTACARE 40MG,1,1,1,0,2.0,100.0,740.0,840.0,0.0,840.0
2021-02,GLOVEDOL 6.25MG,2,1,2,0,62.0,2294.0,27526.0,29820.0,0.0,29820.0
2021-02,GYNE-TOCIN 10IU/ML,1,1,1,0,10.0,740.0,9260.0,10000.0,0.0,10000.0
2021-02,HEMOSTAP 500MG,1,1,1,0,7.0,2940.0,7560.0,10500.0,0.0,10500.0
2021-02,HISTARIL 1MG/50MG/5ML SYR,2,1,2,0,21.0,468.3,4221.1,3842.0,0.0,3842.0
2021-02,HIVENT 1MG/2.5ML,1,1,1,0,1.0,287.0,500.5,787.5,0.0,787.5
2021-02,HYCLENS GARGLE (120ML),1,1,1,0,6.0,528.0,714.36,1242.36,0.0,1242.36
2021-02,HYCLENS GARGLE (60ML),3,1,3,0,24.0,1560.0,3425.64,4985.64,522.0,5507.64
2021-02,HYCLENS OB WASH ANTISEPTIC,1,1,1,0,6.0,831.6,831.6,1663.2,0.0,1663.2
2021-02,HYCLENS SKIN CLEANSER (60ML),1,1,1,0,720.0,81648.0,119952.0,201600.0,0.0,201600.0
2021-02,HYCLENS WOUND SPRAY (60ML),2,1,2,0,726.0,83243.16,119975.58,203218.74,0.0,203218.74
2021-02,HYCLENS WOUND SPRAY 1GALLON,2,1,2,0,8.0,11793.6,11793.6,23587.2,0.0,23587.2
2021-02,HYPHEN 50MG,1,1,1,0,3.0,681.81,2130.69,2812.5,0.0,2812.5
2021-02,INHIBITA 40MG,1,1,1,0,3.0,270.0,261.6,531.6,0.0,531.6
2021-02,IRBIN 150MG,1,1,1,0,1.0,207.27,732.73,940.0,0.0,940.0
2021-02,ISORANE 100% V/V 100ML,2,1,2,0,8.0,13600.0,29900.0,43500.0,0.0,43500.0
2021-02,JAGA 300MG/100MG/100MCG,2,1,2,0,4.0,2120.0,3480.0,5600.0,0.0,5600.0
2021-02,JAGAPLEX SYR 120ML,4,1,4,0,94.0,5061.9,2663.1,7725.0,0.0,7725.0
2021-02,LACTAMOX 125MG/31.25MG/5ML,1,1,1,0,24.0,2247.12,1472.88,3720.0,0.0,3720.0
2021-02,LACTAMOX 250MG/62.5MG/5ML,1,1,1,0,24.0,3112.8,2287.2,5400.0,0.0,5400.0
2021-02,LACTAMOX 500MG/125MG TAB,5,1,5,0,16.0,16765.76,31064.24,47830.0,0.0,47830.0
2021-02,LOCETIN 5MG,1,1,1,0,2.0,520.0,5080.0,5600.0,0.0,5600.0
2021-02,MAXIFER 20MG/ML,3,1,3,0,108.0,95138.28,169581.72,264720.0,0.0,264720.0
2021-02,MAXXIVIT PLUS,6,1,6,0,40.0,22400.0,17280.0,39680.0,0.0,39680.0
2021-02,MERAZOL 40MG,4,1,4,0,17.0,4250.0,29850.0,34100.0,0.0,34100.0
2021-02,METMIC 500MG,4,1,4,0,14.0,3185.0,7375.0,10560.0,0.0,10560.0
2021-02,MONILIASOL 125MG/5ML,1,1,1,0,6.0,220.56,4570.56,4350.0,0.0,4350.0
2021-02,MONILIASOL 500MG,2,1,2,0,6.0,1440.0,1620.0,3060.0,0.0,3060.0
2021-02,MULTI GROW 120ML,1,1,1,0,20.0,1800.0,1560.0,3360.0,1440.0,4800.0
2021-02,MULTI GROW OB PLUS,1,1,1,0,3.0,1575.0,2775.0,4350.0,0.0,4350.0
2021-02,PPE LAB.,1,1,1,0,600.0,390000.0,329400.0,719400.0,0.0,719400.0
2021-02,RANICLAV 625MG,2,1,1,0,11.0,2178.0,3646.0,5824.0,0.0,5824.0
2021-02,RANIREX 25MG/ML,2,1,2,0,16.0,483.2,12316.8,12800.0,0.0,12800.0
2021-02,REAX 5MG SYRUP,1,1,1,0,6.0,162.0,162.0,324.0,0.0,324.0
2021-02,RESPINAL 125MG/5ML,1,1,1,0,5.0,201.3,398.7,600.0,0.0,600.0
2021-02,RESPINAL 500MG,1,1,1,0,7.0,2975.0,7525.0,10500.0,0.0,10500.0
2021-02,ROST-20 20MGTAB,1,1,1,0,10.0,6500.0,2300.0,4200.0,0.0,4200.0
2021-02,SANDINE,2,1,2,0,3.0,10500.0,14700.0,25200.0,6300.0,31500.0
2021-02,SAPHLECOX 200MG,2,1,2,0,13.0,2158.0,27022.0,29180.0,0.0,29180.0
2021-02,SAPHZINE 10MG,1,1,1,0,10.0,420.0,480.0,900.0,0.0,900.0
2021-02,SITIXON 1G,1,1,1,0,40.0,1200.0,10200.0,11400.0,3800.0,15200.0
2021-02,SODAMPEN 1G IM/IV,3,1,3,0,590.0,25370.0,50150.0,75520.0,0.0,75520.0
2021-02,SOLUNATE 84MG/ML (8.4%),3,1,3,0,0.8,3680.0,5920.0,9600.0,0.0,9600.0
2021-02,SOLVAPRINE 10MG,3,1,3,0,23.0,3376.4,12039.6,15416.0,564.0,15980.0
2021-02,SORBIFER 310MG,2,1,2,0,50.0,35000.0,35000.0,70000.0,0.0,70000.0
2021-02,SPASBASCINE,1,1,1,0,100.0,18000.0,57000.0,75000.0,0.0,75000.0
2021-02,TERMAGEN 500MG,1,1,1,0,10.0,1050.0,3950.0,5000.0,0.0,5000.0
2021-02,TRIVASC 35MG MR,7,1,7,0,123.0,53812.5,91987.5,145800.0,18900.0,164700.0
2021-02,TRIZEF 100MG,2,1,2,0,5.0,6363.65,21636.35,28000.0,0.0,28000.0
2021-02,VOXOLL 15MG/5ML SYR,1,1,1,0,3.0,69.0,1881.0,1950.0,0.0,1950.0
2021-02,XYNETRIX CHEWABLE TABLET,6,1,6,0,35.0,15750.0,9680.0,25430.0,720.0,26150.0
2021-02,ZEFXON 40MG,1,1,1,0,100.0,29337.0,24003.0,53340.0,0.0,53340.0
2021-03,ACCU-CHECK INSTANT 100STRIPS,1,1,1,0,4.0,6240.0,7760.0,14000.0,0.0,14000.0
2021-03,AEROVENT 1MG/ML,1,1,1,0,45.0,11250.0,9000.0,20250.0,0.0,20250.0
2021-03,AFENAX 100MG,2,1,2,0,10.0,5950.0,9490.0,15440.0,0.0,15440.0
2021-03,AGLOTAC 25MG/ML (50MG/2ML),1,1,1,0,8.0,480.0,4320.0,4800.0,0.0,4800.0
2021-03,ALL SILICONE DUODENAL TUBE F.16 - UNIMEX,1,1,1,0,30.0,6000.0,630.0,6630.0,0.0,6630.0
2021-03,ALLECUR 10MG,1,1,1,0,5.0,140.0,10721.5,10861.5,0.0,10861.5
2021-03,ALVICA INTENSE SPRAY 70ML,2,1,2,0,11.0,2585.0,2860.0,5445.0,550.0,5995.0
2021-03,AMBIDOL 50MG/ML (100MG/2ML),1,1,1,0,5.0,280.0,5720.0,6000.0,0.0,6000.0
2021-03,ANEROCIN 300MG,4,1,4,0,10.0,9790.0,25870.0,35660.0,1140.0,36800.0
2021-03,ANTIZOAL 5MG/ML,4,1,4,0,500.0,10500.0,45500.0,56000.0,0.0,56000.0
2021-03,APREZAL 20MG/ML AMP,1,1,1,0,3.0,2586.51,9113.49,11700.0,0.0,11700.0
2021-03,APULDON 10MG,1,1,1,0,5.0,400.0,4595.0,4995.0,0.0,4995.0
2021-03,ARTAL-H 50MG/12.5MG,1,1,1,0,10.0,1518.2,10481.8,12000.0,0.0,12000.0
2021-03,ATOVAS 20MG,1,1,1,0,13.0,2340.0,6660.0,9000.0,0.0,9000.0
2021-03,ATREX 1MG/ML,1,1,1,0,2.0,260.0,900.0,1160.0,0.0,1160.0
2021-03,AZICARE 500MG TAB,2,1,2,0,38.0,20520.0,96030.0,116550.0,0.0,116550.0
2021-03,BECOME PLEX,1,1,1,0,5.0,630.0,1240.0,1870.0,0.0,1870.0
2021-03,BENERVA FORTE CAP,3,1,3,0,32.0,16800.0,17388.0,34188.0,12012.0,46200.0
2021-03,BENERVA PLUS TAB,2,1,2,0,12.0,6600.0,7940.0,14540.0,0.0,14540.0
2021-03,BROADMETZ 250MG/5ML SUS,1,1,1,0,24.0,966.0,1314.0,2280.0,0.0,2280.0
2021-03,BRODIX 2.5/2.5ML NEB,1,1,1,0,5.0,1100.0,1315.0,2415.0,0.0,2415.0
2021-03,BUFEN 200MG/ML,1,1,1,0,6.0,210.0,131.25,341.25,0.0,341.25
2021-03,BUPIRIGHT AMPULE,6,1,6,0,132.0,24420.0,54755.0,79175.0,0.0,79175.0
2021-03,CATAMED 75MCG TAB,1,1,1,0,3.0,1497.0,696.75,2193.75,0.0,2193.75
2021-03,CEFUSAPH,3,1,3,0,209.0,23408.0,100057.0,123465.0,720.0,124185.0
2021-03,CEFZOX 1G VIAL W/ DILUENT,1,1,1,0,300.0,7200.0,71550.0,78750.0,0.0,78750.0
2021-03,CEPROTRON 500MG,2,1,2,0,4.0,2200.0,4900.0,7100.0,0.0,7100.0
2021-03,CIMEX 500MG,3,1,3,0,60.0,66000.0,108000.0,174000.0,0.0,174000.0
2021-03,CINNABLOC 25MG,3,1,3,0,11.0,1463.0,3437.0,4900.0,750.0,5650.0
2021-03,CINNABLOC 75MG,1,1,1,0,10.0,400.0,1200.0,1600.0,0.0,1600.0
2021-03,CIXTOR-Z 500MG,5,1,5,0,7.0,1470.0,1911.0,3381.0,1449.0,4830.0
2021-03,CLOVAS 75MG,1,1,1,0,13.0,4485.0,11715.0,16200.0,0.0,16200.0
2021-03,CO-AMOXICARE 500MG/125MG,1,1,1,0,10.0,1981.8,3958.2,5940.0,0.0,5940.0
2021-03,CONTRACID 150MG,1,1,1,0,5.0,517.5,2782.5,3300.0,0.0,3300.0
2021-03,CORBAL 100MG,1,1,1,0,46.0,9660.0,45300.0,54960.0,0.0,54960.0
2021-03,CORSIN 300MG/2ML,1,1,1,0,20.0,1690.0,7710.0,9400.0,0.0,9400.0
2021-03,COZOLE 200MG/40MG/5ML,2,1,2,0,22.0,712.8,1213.2,1926.0,270.0,2196.0
2021-03,DIFLOSID 75MG/3ML,2,1,2,0,15.0,1500.0,9750.0,11250.0,0.0,11250.0
2021-03,DOLO JAGA 500MG/50MG/100MG/100MCG,11,1,11,0,40.0,24600.0,36450.0,61050.0,8400.0,69450.0
2021-03,DOPAN 200MG/5ML,3,1,3,0,13.0,2730.0,16169.0,18899.0,0.0,18899.0
2021-03,ENCLOXIL 500MG,2,1,2,0,9.0,7020.0,3180.0,10200.0,0.0,10200.0
2021-03,ENOCEE 500MG,3,1,3,0,87.0,4176.0,32199.0,36375.0,0.0,36375.0
2021-03,EPIX BY 10'S,2,1,2,0,21.0,3675.0,23925.0,27600.0,0.0,27600.0
2021-03,ERGON 125MCG,1,1,1,0,2.0,266.66,1733.34,2000.0,0.0,2000.0
2021-03,EROXIME 500MG,1,1,1,0,14.0,1610.0,7890.0,9500.0,0.0,9500.0
2021-03,EUROXONE 1G,2,1,2,0,340.0,24820.0,108380.0,133200.0,0.0,133200.0
2021-03,EVAPROST 125MCG/ML,3,1,3,0,14.0,26208.0,37632.0,63840.0,0.0,63840.0
2021-03,EVAPROST 250MCG/ML,1,1,1,0,40.0,143000.0,49000.0,192000.0,0.0,192000.0
2021-03,EXEL 100MG,1,1,1,0,5.0,1100.0,5410.0,6510.0,0.0,6510.0
2021-03,FACE MASK EARLOOP - NOT THIS,1,1,1,0,1.0,100.0,20.0,80.0,0.0,80.0
2021-03,FERGLOBIN 250MG,5,1,5,0,21.0,6825.0,4590.0,11415.0,435.0,11850.0
2021-03,FLAGEX 500MG,1,1,1,0,1.0,98.0,357.0,455.0,195.0,650.0
2021-03,FOLACID 5MG,6,1,6,0,22.0,4331.36,5723.14,10054.5,1435.5,11490.0
2021-03,GENTACARE 3MG/ML EYE DROPS,1,1,1,0,7.0,490.0,2450.0,2940.0,0.0,2940.0
2021-03,GENTACARE 40MG,1,1,1,0,2.0,100.0,740.0,840.0,0.0,840.0
2021-03,GENTAM 40MG,1,1,1,0,3.0,150.0,984.0,1134.0,0.0,1134.0
2021-03,GLOVEDOL 6.25MG,2,1,2,0,63.0,2331.0,28483.0,30814.0,0.0,30814.0
2021-03,GLOVES BLUE VINYL/NITRILE BLEND (XL),1,1,1,0,100.0,28000.0,37000.0,65000.0,0.0,65000.0
2021-03,GLYCINORM 80MG TAB,1,1,1,0,2.0,378.0,1420.0,1798.0,0.0,1798.0
2021-03,GYNE-TOCIN 10IU/ML,2,1,2,0,103.0,7622.0,85375.0,92997.0,0.0,92997.0
2021-03,HISTARIL 1MG/50MG/5ML SYR,1,1,1,0,3.0,66.9,2333.1,2400.0,0.0,2400.0
2021-03,HIVENT 1MG/2.5ML,1,1,1,0,5.0,1435.0,815.0,2250.0,0.0,2250.0
2021-03,HYCLENS GARGLE (60ML),1,1,1,0,20.0,1300.0,1760.0,3060.0,0.0,3060.0
2021-03,HYCLENS SKIN CLEANSER (60ML),1,1,1,0,720.0,81648.0,119952.0,201600.0,0.0,201600.0
2021-03,HYCLENS WOUND SPRAY (60ML),3,1,3,0,116.0,13300.56,14762.48,28063.04,648.0,28711.04
2021-03,IMATET,1,1,1,0,5.0,3335.0,2665.0,6000.0,0.0,6000.0
2021-03,INHIBITA 40MG,2,1,2,0,7.0,630.0,4225.0,4855.0,0.0,4855.0
2021-03,INTRAPLEM 500MG,2,1,2,0,5.0,1400.0,3500.0,4900.0,0.0,4900.0
2021-03,ISORANE 100% V/V 100ML,2,1,2,0,4.0,6800.0,5200.0,12000.0,0.0,12000.0
2021-03,JAGA 300MG/100MG/100MCG,10,1,10,0,17.0,9010.0,19908.0,23618.0,2618.0,26236.0
2021-03,JOHNVASC 5MG,1,1,1,0,5.0,190.0,4560.0,4750.0,0.0,4750.0
2021-03,KN95 FACEMASK (PIECE),1,1,1,0,250.0,32500.0,10000.0,22500.0,0.0,22500.0
2021-03,LACTAMOX 500MG/125MG TAB,2,1,2,0,7.0,7335.02,12264.98,19600.0,0.0,19600.0
2021-03,LOCETIN 5MG,1,1,1,0,2.0,520.0,5080.0,5600.0,0.0,5600.0
2021-03,LUPINSULIN 30:70,1,1,1,0,10.0,4300.0,5275.0,9575.0,0.0,9575.0
2021-03,MAXIFER 20MG/ML,1,1,1,0,2.0,1761.82,3138.18,4900.0,0.0,4900.0
2021-03,MAXXIVIT PLUS,6,1,6,0,43.0,24080.0,20920.0,45000.0,0.0,45000.0
2021-03,MEDRIZINE 2.5MG/ML DROPS,1,1,1,0,5.0,140.0,140.0,280.0,0.0,280.0
2021-03,METMIC 500MG,2,1,2,0,4.0,910.0,2210.0,3120.0,0.0,3120.0
2021-03,METO 10MG,1,1,1,0,5.0,400.0,1945.0,2345.0,0.0,2345.0
2021-03,"MICROPORE 1"" - 1530-1 - 3M",1,1,1,0,2.0,760.0,760.0,1520.0,0.0,1520.0
2021-03,"MICROPORE 1/2"" 1530-0 - 3M",1,1,1,0,2.0,760.0,380.0,1140.0,0.0,1140.0
2021-03,MOHSIDEX 4MG/ML,1,1,1,0,5.0,517.5,62.5,455.0,0.0,455.0
2021-03,MONILIASOL 125MG/5ML,1,1,1,0,2.0,73.52,73.52,0.0,0.0,0.0
2021-03,MONILIASOL 500MG,1,1,1,0,5.0,1200.0,2800.0,4000.0,0.0,4000.0
2021-03,MULTI GROW 30ML DROPS,1,1,1,0,20.0,1400.0,1190.0,2590.0,1110.0,3700.0
2021-03,MULTI GROW OB PLUS,2,1,2,0,8.0,4200.0,2440.0,6640.0,435.0,7075.0
2021-03,MUROPHAR,1,1,1,0,10.0,650.0,1840.0,2490.0,0.0,2490.0
2021-03,OMEBLOC 20MG,1,1,1,0,5.0,425.0,12050.0,12475.0,0.0,12475.0
2021-03,PARADOX TAB,1,1,1,0,5.0,1150.0,4900.0,3750.0,0.0,3750.0
2021-03,PHILCLOX 500MG,1,1,1,0,5.0,1100.0,2895.0,3995.0,0.0,3995.0
2021-03,PHYTOMEN 10MG/ML,2,1,2,0,32.0,4640.0,20360.0,25000.0,0.0,25000.0
2021-03,PROMEP 40MG,1,1,1,0,36.0,1440.0,8640.0,10080.0,0.0,10080.0
2021-03,RANIREX 25MG/ML,3,1,3,0,25.0,755.0,17745.0,18500.0,0.0,18500.0
2021-03,RAPICLAV 625MG,2,1,2,0,109.0,16350.0,49878.0,66228.0,0.0,66228.0
2021-03,ROZTIN 20MG,1,1,1,0,20.0,4240.0,4160.0,8400.0,0.0,8400.0
2021-03,SALRESP,1,1,1,0,3.0,1092.0,2325.0,3417.0,0.0,3417.0
2021-03,SHARJVAX 1500 I.U. / 0.7ML,1,1,1,0,10.0,5900.0,6000.0,11900.0,0.0,11900.0
2021-03,SITIXON 1G,1,1,1,0,100.0,3000.0,23250.0,26250.0,0.0,26250.0
2021-03,SODAMPEN 1G IM/IV,2,1,2,0,80.0,3440.0,6800.0,10240.0,0.0,10240.0
2021-03,SODAMPEN 250MG VIAL,1,1,1,0,5.0,600.0,1500.0,2100.0,0.0,2100.0
2021-03,SOLUNATE 84MG/ML (8.4%),2,1,2,0,0.4,1840.0,2960.0,4800.0,0.0,4800.0
2021-03,SOLVAPRINE 10MG,5,1,5,0,52.0,7633.6,22966.4,30600.0,0.0,30600.0
2021-03,SORBIFER 310MG,1,1,1,0,30.0,21000.0,21000.0,42000.0,0.0,42000.0
2021-03,SUCTION CATHETER FR.10 - SURGITECH,1,1,1,0,10.0,80.0,80.0,160.0,0.0,160.0
2021-03,SURITRAM,1,1,1,0,2.1,283.5,2992.5,2709.0,0.0,2709.0
2021-03,SUSTACHLOR 125MG/5ML,1,1,1,0,12.0,570.0,1650.0,2220.0,0.0,2220.0
2021-03,TEGADERM FILM (2X2)-SMALL,1,1,1,0,100.0,2500.0,2500.0,5000.0,0.0,5000.0
2021-03,TERMAGEN 100MG/ML,2,1,2,0,34.0,992.12,1589.88,2582.0,0.0,2582.0
2021-03,TRIVASC 35MG MR,7,1,7,0,70.0,30625.0,35525.0,66150.0,28350.0,94500.0
2021-03,TRIZEF 100MG,2,1,2,0,5.0,6363.65,20636.35,27000.0,0.0,27000.0
2021-03,VICEPHRIN 250MG/5ML,1,1,1,0,20.0,1060.6,2459.4,3520.0,0.0,3520.0
2021-03,VOXOLL 15MG/5ML SYR,4,1,4,0,58.0,1334.0,4196.0,5530.0,450.0,5980.0
2021-03,VOXOLL 30MG TAB,1,1,1,0,1.0,168.0,361.2,529.2,226.8,756.0
2021-03,XYNETRIX CHEWABLE TABLET,7,1,7,0,47.0,21150.0,11910.0,33060.0,720.0,33780.0
2021-03,ZELEX 200MG,1,1,1,0,7.0,5250.0,8750.0,14000.0,0.0,14000.0
2021-03,ZINACARE 750MG W/O DILUENT,2,1,2,0,110.0,1650.0,31350.0,33000.0,0.0,33000.0
2021-04,ACIPRO 2MG,1,1,1,0,90.0,2340.0,19170.0,21510.0,0.0,21510.0
2021-04,ALL SILICONE DUODENAL TUBE F.16 - UNIMEX,1,1,1,0,25.0,5000.0,525.0,5525.0,0.0,5525.0
2021-04,AMINOSOL 25MG/ML,1,1,1,0,5.0,661.5,2638.5,3300.0,0.0,3300.0
2021-04,AMPI-1,1,1,1,0,1.0,125.0,1090.0,1215.0,0.0,1215.0
2021-04,ANEROCIN 300MG,1,1,1,0,2.0,1958.0,4842.0,6800.0,0.0,6800.0
2021-04,ANIFER 190MG,1,1,1,0,5.79,393.72,764.28,1158.0,0.0,1158.0
2021-04,ANTIZOAL 5MG/ML,2,1,2,0,400.0,8400.0,39600.0,48000.0,0.0,48000.0
2021-04,ARTAL-H 50MG/12.5MG,1,1,1,0,3.0,455.46,5694.54,6150.0,0.0,6150.0
2021-04,BACTIV 625MG,1,1,1,0,16.0,4158.08,4309.12,8467.2,0.0,8467.2
2021-04,BENERVA FORTE CAP,1,1,1,0,5.0,2625.0,9875.0,12500.0,0.0,12500.0
2021-04,BLOOD PUMP - ETHOX 1000ML INFUSION BAG,1,1,1,0,1.0,3500.0,1300.0,4800.0,0.0,4800.0
2021-04,BROADMETZ 100MG/ML DROPS,1,1,1,0,6.0,186.36,419.64,606.0,0.0,606.0
2021-04,BROADMETZ 500MG CAP,1,1,1,0,1.0,319.0,761.0,1080.0,0.0,1080.0
2021-04,BUPIRIGHT AMPULE,4,1,4,0,126.0,23310.0,50740.0,74050.0,0.0,74050.0
2021-04,CENDALEX 100MG/ML DROPS,1,1,1,0,15.0,465.0,1260.0,1725.0,0.0,1725.0
2021-04,CEPROTRON 500MG,1,1,1,0,4.0,2200.0,5500.0,7700.0,0.0,7700.0
2021-04,CIMEX 500MG,1,1,1,0,10.0,11000.0,18000.0,29000.0,0.0,29000.0
2021-04,CINNABLOC 25MG,1,1,1,0,1.0,133.0,367.0,500.0,0.0,500.0
2021-04,CINNABLOC 75MG,1,1,1,0,10.0,400.0,1200.0,1600.0,0.0,1600.0
2021-04,CIXTOR-Z 500MG,4,1,4,0,25.0,5250.0,6258.0,11508.0,882.0,12390.0
2021-04,CLOXANE 500MG CAP,2,1,2,0,8.0,1794.0,7506.0,9300.0,0.0,9300.0
2021-04,CO-AMOXISAPH 125 MG/31.25MG PER 5ML,1,1,1,0,90.0,6120.0,15480.0,21600.0,0.0,21600.0
2021-04,CORBAL 100MG,1,1,1,0,5.0,1050.0,3450.0,4500.0,0.0,4500.0
2021-04,DALAMYCIN 150 MG,1,1,1,0,10.0,10833.3,24166.7,35000.0,0.0,35000.0
2021-04,DIFLOSID 75MG/3ML,1,1,1,0,5.0,500.0,3250.0,3750.0,0.0,3750.0
2021-04,DOLO JAGA 500MG/50MG/100MG/100MCG,8,1,8,0,16.0,9840.0,14810.0,24650.0,600.0,25250.0
2021-04,DOPAMET 250MG TAB,1,1,1,0,7.0,1365.0,2885.0,4250.0,0.0,4250.0
2021-04,DULAX 3.35MG,2,1,2,0,40.0,3800.0,5400.0,9200.0,0.0,9200.0
2021-04,EDECAR 10MG,2,1,2,0,15.0,1050.0,3150.0,4200.0,0.0,4200.0
2021-04,ENOCEE 500MG,3,1,3,0,27.0,1296.0,8604.0,9900.0,0.0,9900.0
2021-04,EPIX BY 10'S,2,1,2,0,23.0,4025.0,15175.0,19200.0,0.0,19200.0
2021-04,EUROGYL 5MG/ML (500MG/100ML),1,1,1,0,5.0,115.0,485.0,600.0,0.0,600.0
2021-04,EUROXONE 1G,1,1,1,0,30.0,2190.0,7410.0,9600.0,0.0,9600.0
2021-04,EVAPROST 125MCG/ML,1,1,1,0,2.0,3744.0,4176.0,7920.0,0.0,7920.0
2021-04,EVAPROST 250MCG/ML,3,1,3,0,5.0,17875.0,13725.0,31600.0,0.0,31600.0
2021-04,FACE MASK,1,1,1,0,2.0,100.0,60.0,160.0,0.0,160.0
2021-04,FACE SHIELD 6PHP,1,1,1,0,650.0,3900.0,8216.0,12116.0,0.0,12116.0
2021-04,FERGLOBIN 250MG,2,1,2,0,12.0,3900.0,3975.0,7875.0,0.0,7875.0
2021-04,FLACOXTO 200MG,1,1,1,0,10.0,2200.0,22800.0,25000.0,0.0,25000.0
2021-04,FOLACID 5MG,4,1,4,0,23.0,4528.24,7887.76,12416.0,369.0,12785.0
2021-04,FORMALIN,1,1,1,0,1.0,495.0,1705.0,2200.0,0.0,2200.0
2021-04,FORMET 500MG,1,1,1,0,5.0,380.0,870.0,1250.0,0.0,1250.0
2021-04,GAUZE ROLL 28X24 - SURGITECH,1,1,1,0,10.0,9000.0,9000.0,18000.0,0.0,18000.0
2021-04,GENTACARE 3MG/ML EYE DROPS,1,1,1,0,3.0,210.0,1050.0,1260.0,0.0,1260.0
2021-04,GENTACARE 40MG,1,1,1,0,2.0,100.0,8300.0,8400.0,0.0,8400.0
2021-04,GIAN ZINC 120ML SYR,1,1,1,0,10.0,850.0,950.0,1800.0,0.0,1800.0
2021-04,GLOTREX 500MG/5ML,1,1,1,0,14.4,1800.0,19800.0,21600.0,0.0,21600.0
2021-04,GLOVEDOL 6.25MG,1,1,1,0,13.0,481.0,5483.0,5964.0,0.0,5964.0
2021-04,GLOVES (M) - SHIP TO NON STERILE AMBIDEXTROUS DISPOSABLE GLOVES,1,1,1,0,13.0,8775.0,15456.39,24231.39,0.0,24231.39
2021-04,GYNE-TOCIN 10IU/ML,1,1,1,0,10.0,740.0,7260.0,8000.0,0.0,8000.0
2021-04,HEMOSTAP 500MG,1,1,1,0,4.0,1680.0,4320.0,6000.0,0.0,6000.0
2021-04,HISTARIL 1MG/50MG/5ML SYR,3,1,3,0,30.0,669.0,1923.0,2592.0,0.0,2592.0
2021-04,HISTARIL 2MG/100MG CAP,2,1,2,0,3.0,675.0,1725.0,2400.0,0.0,2400.0
2021-04,HYCLENS GARGLE (120ML),2,1,2,0,24.0,2112.0,2112.0,4224.0,0.0,4224.0
2021-04,HYCLENS GARGLE (60ML),1,1,1,0,10.0,650.0,2050.0,2700.0,0.0,2700.0
2021-04,HYCLENS WOUND SPRAY (60ML),5,1,5,0,41.0,4701.06,8409.18,13110.24,630.0,13740.24
2021-04,HYPHEN 50MG,1,1,1,0,3.0,681.81,2130.69,2812.5,0.0,2812.5
2021-04,INSULIN SYRINGE 1/2 CC G29 TERUMO,1,1,1,0,10.0,8500.0,6500.0,15000.0,0.0,15000.0
2021-04,INTRAPLEM 500MG,1,1,1,0,2.0,560.0,1400.0,1960.0,0.0,1960.0
2021-04,IRBIN 150MG,1,1,1,0,13.0,2694.51,9065.49,11760.0,0.0,11760.0
2021-04,JAGA 300MG/100MG/100MCG,2,1,2,0,6.0,3180.0,3410.0,6590.0,0.0,6590.0
2021-04,JAGAPLEX SYR 120ML,1,1,1,0,10.0,538.5,1211.5,1750.0,0.0,1750.0
2021-04,JAGAPLEX TAB,1,1,1,0,3.0,1185.0,2370.0,3555.0,0.0,3555.0
2021-04,KETORAN 30MG/ML,1,1,1,0,30.0,6000.0,30000.0,36000.0,0.0,36000.0
2021-04,KN95 FACE MASK (BOX),1,1,1,0,65.0,585.0,14992.32,15577.32,0.0,15577.32
2021-04,LACTAMOX 500MG/125MG TAB,3,1,3,0,13.0,13622.18,19277.82,32900.0,0.0,32900.0
2021-04,LODIPEX - 10MG,1,1,1,0,5.0,300.0,8700.0,9000.0,0.0,9000.0
2021-04,MAXXIVIT PLUS,5,1,5,0,35.0,19600.0,10400.0,30000.0,0.0,30000.0
2021-04,METMIC 500MG,3,1,3,0,8.0,1820.0,4180.0,6000.0,0.0,6000.0
2021-04,METRICIDE,2,1,2,0,8.0,10400.0,8800.0,19200.0,0.0,19200.0
2021-04,METSOBET 5G,1,1,1,0,10.0,360.0,1440.0,1800.0,0.0,1800.0
2021-04,"MICROPORE 1"" - 1530-1 - 3M",2,1,2,0,16.0,6080.0,6400.0,12480.0,0.0,12480.0
2021-04,MONILIASOL 500MG,1,1,1,0,1.0,240.0,560.0,800.0,0.0,800.0
2021-04,MULTI GROW 120ML,1,1,1,0,30.0,2700.0,1185.0,3885.0,1665.0,5550.0
2021-04,MULTI GROW 30ML DROPS,1,1,1,0,30.0,2100.0,1400.0,3500.0,0.0,3500.0
2021-04,MULTI GROW OB PLUS,1,1,1,0,5.0,2625.0,4625.0,7250.0,0.0,7250.0
2021-04,PHYTOMEN 10MG/ML,3,1,3,0,70.0,10150.0,45650.0,55800.0,0.0,55800.0
2021-04,PPE SET,1,1,1,0,1000.0,390000.0,260000.0,650000.0,0.0,650000.0
2021-04,PPE WHITE W/ BLUE STRIPES - M/L/XL,1,1,1,0,650.0,260000.0,432325.6,692325.6,0.0,692325.6
2021-04,RANIREX 25MG/ML,2,1,2,0,12.0,362.4,8937.6,9300.0,0.0,9300.0
2021-04,RESPINAL 500MG,2,1,2,0,7.0,2975.0,8125.0,11100.0,0.0,11100.0
2021-04,RUCEF,1,1,1,0,14.0,16240.0,18560.0,34800.0,0.0,34800.0
2021-04,SALRESP,1,1,1,0,2.0,728.0,1616.32,888.32,0.0,888.32
